Century,r_global_avg,arrival_eval_rate,arrival_flight_rate,meet_ttot_rate,sum_depflight,collisions_avg,wait_num_avg,fstep_avg,r_avg_0,r_avg_1,r_avg_2,r_avg_3,r_avg_4,r_avg_5,r_global_eval,r_eval_0,r_eval_1,r_eval_2,r_eval_3,r_eval_4,r_eval_5,r_eval_local,duration (s), dist_action
100,-3552.39,0.00,0.15,0.07,29,9.20,0.00,522.80,-690.38,-638.32,-386.06,-715.91,-731.04,-390.69,-3139.77,-586.69,-444.06,-494.82,-565.20,-592.83,-456.17,-3139.77,3367,[0.10103549 0.14084649 0.31537147 0.18769478 0.25505177]
200,-3517.64,0.00,0.03,0.03,30,54.40,0.00,582.70,-664.31,-675.88,-400.57,-728.93,-683.08,-364.86,-3651.21,-665.97,-623.51,-537.68,-564.89,-722.41,-536.75,-3651.21,4199,[0.10418136 0.15103275 0.3111335  0.1865995  0.2470529 ]
300,-3527.09,0.00,0.08,0.06,31,3.80,0.00,558.70,-743.71,-641.06,-396.17,-768.98,-607.83,-369.33,-3338.11,-661.60,-449.64,-424.69,-537.34,-727.26,-537.58,-3338.11,4354,[0.1017 0.1444 0.3134 0.1928 0.2477]
400,-3389.76,0.00,0.25,0.09,33,16.80,0.00,498.30,-704.26,-517.71,-406.35,-730.54,-698.22,-332.68,-3005.32,-646.05,-392.55,-489.65,-543.72,-471.03,-462.32,-3005.32,4372,[0.10016058 0.14913689 0.31493376 0.18968286 0.24608591]
500,-3306.37,0.00,0.08,0.04,27,20.80,0.00,557.80,-630.25,-438.14,-486.82,-730.62,-653.10,-367.44,-3492.33,-704.71,-506.05,-485.84,-537.33,-713.61,-544.79,-3492.33,4457,[0.09545774 0.15341422 0.305926   0.20475283 0.24044921]
600,-3299.40,0.00,0.10,0.07,29,8.80,0.00,549.90,-699.41,-463.12,-368.61,-736.36,-681.90,-350.00,-3374.03,-671.34,-580.22,-426.60,-531.45,-673.37,-491.05,-3374.03,4367,[0.09601048 0.14527504 0.31865807 0.18698368 0.25307274]
700,-3323.66,0.00,0.07,0.12,32,36.40,0.00,568.60,-738.89,-486.00,-354.66,-686.40,-678.03,-379.67,-3582.49,-762.88,-538.98,-482.34,-527.54,-746.32,-524.43,-3582.49,4309,[0.10183975 0.1506987  0.30652458 0.19221876 0.24871821]
800,-3219.19,0.00,0.08,0.03,30,4.60,0.00,558.70,-707.60,-405.89,-397.90,-714.72,-682.29,-310.80,-3370.52,-718.41,-498.51,-487.72,-535.58,-588.54,-541.76,-3370.52,4356,[0.10128617 0.1500201  0.30124598 0.19754823 0.24989952]
900,-3125.33,0.00,0.00,0.00,30,0.80,0.00,600.00,-647.68,-446.77,-363.92,-704.04,-669.10,-293.80,-3691.25,-756.64,-556.88,-534.59,-535.94,-770.20,-537.00,-3691.25,4376,[0.09678389 0.15329125 0.30848612 0.19446949 0.24696924]
1000,-3088.45,0.00,0.03,0.00,29,6.20,0.00,583.90,-760.15,-423.26,-303.44,-588.06,-712.53,-301.00,-3614.95,-681.62,-497.75,-538.11,-600.73,-737.18,-559.56,-3614.95,4251,[0.09900392 0.15514639 0.30375289 0.19901399 0.24308281]
1100,-2980.23,0.00,0.03,0.03,29,2.00,0.00,583.30,-681.52,-409.77,-357.50,-613.66,-642.73,-275.03,-3676.29,-665.73,-495.10,-677.37,-549.63,-746.03,-542.43,-3676.29,4155,[0.09370601 0.1479992  0.31560426 0.1948522  0.24783833]
1200,-3003.22,0.00,0.07,0.00,27,0.60,0.00,573.30,-737.03,-397.48,-373.86,-556.44,-632.89,-305.53,-3479.08,-715.92,-498.58,-534.06,-483.05,-764.71,-482.76,-3479.08,4120,[0.10149163 0.16629712 0.29338843 0.20651078 0.23231203]
1300,-3006.86,0.00,0.08,0.03,30,1.00,0.00,559.30,-725.13,-394.59,-353.68,-561.24,-659.66,-312.56,-3340.95,-661.24,-503.31,-482.46,-541.41,-723.86,-428.67,-3340.95,4127,[0.0974169  0.15198238 0.306668   0.19323188 0.25070084]
1400,-2942.21,0.00,0.10,0.10,31,35.00,0.00,551.90,-691.73,-381.98,-422.13,-584.49,-591.64,-270.25,-3415.80,-578.85,-654.39,-478.73,-581.29,-684.75,-437.79,-3415.80,4058,[0.09717172 0.16333333 0.29808081 0.20444444 0.2369697 ]
1500,-2794.26,0.00,0.18,0.07,30,3.00,0.00,511.40,-719.38,-389.91,-345.98,-449.80,-650.24,-238.95,-3144.47,-635.83,-574.82,-609.17,-485.07,-741.20,-98.38,-3144.47,3962,[0.09728415 0.1593028  0.29833806 0.20824889 0.2368261 ]
1600,-2700.29,0.00,0.12,0.03,30,0.60,0.00,545.30,-666.76,-396.18,-277.90,-546.69,-620.96,-191.78,-3271.34,-624.12,-507.01,-602.72,-541.73,-661.04,-334.72,-3271.34,3920,[0.09743746 0.15851312 0.29494581 0.21341031 0.2356933 ]
1700,-2799.15,0.00,0.20,0.03,31,1.80,0.00,501.20,-666.42,-376.19,-358.68,-521.52,-626.81,-249.53,-3037.06,-620.57,-596.53,-463.33,-441.55,-717.53,-197.55,-3037.06,3797,[0.0954676  0.15771124 0.29111977 0.21790402 0.23779737]
1800,-2638.13,0.00,0.08,0.03,29,23.20,0.00,563.20,-673.10,-360.05,-309.02,-498.19,-564.86,-232.91,-3487.41,-698.33,-600.30,-630.96,-591.88,-625.42,-340.52,-3487.41,3817,[0.09913574 0.15963396 0.28723945 0.22257245 0.2314184 ]
1900,-2514.12,0.00,0.30,0.04,25,42.40,0.00,449.40,-628.22,-426.93,-287.46,-380.18,-597.02,-194.31,-2976.52,-664.74,-693.44,-488.47,-201.22,-598.07,-330.58,-2976.52,3890,[0.09378508 0.17124196 0.29268293 0.20879682 0.23349321]
2000,-2544.34,0.00,0.32,0.00,30,35.00,0.00,450.70,-674.76,-395.71,-353.43,-402.22,-574.38,-143.84,-2753.01,-710.55,-598.67,-601.39,-113.24,-719.17,-9.99,-2753.01,3922,[0.09577608 0.17954198 0.28081425 0.23185751 0.21201018]
2100,-2515.87,0.00,0.33,0.00,29,11.00,0.00,435.90,-651.95,-375.39,-334.60,-469.41,-504.26,-180.26,-2581.28,-596.30,-495.18,-578.60,-146.43,-619.38,-145.39,-2581.28,3917,[0.09611473 0.18622864 0.2674939  0.23169243 0.2184703 ]
2200,-2297.54,0.00,0.28,0.03,34,18.00,0.00,470.10,-583.57,-358.45,-326.18,-274.10,-602.40,-152.85,-2845.60,-596.30,-655.66,-505.20,-104.64,-661.36,-322.44,-2845.60,3878,[0.09892742 0.17817349 0.26887431 0.23565552 0.21836926]
2300,-2140.69,0.00,0.32,0.00,30,58.10,0.00,456.70,-533.22,-324.22,-336.72,-266.94,-548.71,-130.88,-3193.81,-673.72,-517.66,-583.89,-461.47,-745.00,-212.07,-3193.81,3689,[0.09324997 0.1888312  0.27190845 0.23100562 0.21500477]
2400,-2411.22,0.00,0.25,0.00,24,9.20,0.00,467.10,-545.81,-335.91,-381.79,-355.61,-536.71,-255.39,-2645.45,-573.72,-506.47,-441.36,-374.33,-598.40,-151.17,-2645.45,3793,[0.09868286 0.19047129 0.26353159 0.22988269 0.21743157]
2500,-2095.18,0.00,0.35,0.00,31,70.60,0.00,420.70,-516.87,-356.71,-324.39,-218.79,-527.72,-150.70,-2928.54,-571.64,-555.80,-541.33,-169.37,-705.07,-385.33,-2928.54,3668,[0.09504572 0.19264299 0.25845205 0.24346162 0.21039762]
2600,-1986.74,0.00,0.33,0.00,33,16.40,0.00,439.30,-537.90,-334.89,-300.37,-198.83,-511.86,-102.88,-2613.12,-627.47,-514.37,-487.00,-210.25,-684.46,-89.57,-2613.12,3637,[0.10180356 0.18687527 0.26521078 0.24891352 0.19719687]
2700,-1979.92,0.00,0.30,0.03,35,24.00,0.00,450.70,-511.03,-307.18,-301.93,-184.98,-513.77,-161.03,-2949.45,-769.20,-595.93,-405.15,-299.74,-677.05,-202.38,-2949.45,3548,[0.09106849 0.20208219 0.25621918 0.24449315 0.20613699]
2800,-1984.01,0.00,0.33,0.04,28,15.20,0.00,426.70,-513.41,-323.89,-304.22,-185.53,-550.32,-106.64,-2497.59,-613.02,-563.95,-515.38,-115.08,-637.16,-53.00,-2497.59,3609,[0.09099312 0.19882921 0.25326076 0.2571634  0.19975352]
2900,-2035.39,0.00,0.35,0.00,27,5.00,0.00,418.20,-523.36,-326.71,-356.68,-224.68,-478.05,-125.91,-2427.56,-514.19,-523.77,-450.38,-268.84,-623.14,-47.24,-2427.56,3606,[0.09408457 0.19725316 0.23629285 0.28571429 0.18665513]
3000,-2031.35,0.00,0.35,0.00,31,0.40,0.00,416.20,-469.96,-386.07,-283.04,-282.07,-483.44,-126.76,-2344.23,-573.57,-498.82,-537.96,-79.03,-608.03,-46.82,-2344.23,3498,[0.09078076 0.22065371 0.22304268 0.29742643 0.16809643]
3100,-2032.58,0.00,0.38,0.03,32,11.90,0.00,418.40,-468.36,-305.52,-359.55,-186.98,-589.86,-122.30,-2510.40,-587.87,-496.41,-616.56,-98.25,-734.11,22.80,-2510.40,3494,[0.09203107 0.20214916 0.23555697 0.28832855 0.18193425]
3200,-1872.10,0.00,0.37,0.07,30,19.60,0.00,407.70,-416.28,-353.40,-297.77,-178.97,-498.49,-127.19,-2334.10,-545.05,-446.57,-424.11,-106.61,-633.52,-178.24,-2334.10,3403,[0.09218993 0.18338141 0.23663191 0.31040604 0.17739073]
3300,-1715.87,0.00,0.45,0.00,26,3.20,0.00,367.60,-401.09,-340.62,-287.91,-145.48,-457.44,-83.32,-2124.71,-578.11,-443.30,-425.27,-228.02,-473.11,23.10,-2124.71,3170,[0.08914261 0.20002196 0.2342738  0.30881546 0.16774619]
3400,-1870.06,0.00,0.33,0.00,30,0.20,0.00,424.00,-389.54,-329.23,-366.48,-179.28,-500.21,-105.32,-2346.46,-623.07,-555.00,-534.99,15.10,-675.40,26.90,-2346.46,3331,[0.09605411 0.19041714 0.23483653 0.30980834 0.16888388]
3500,-1813.62,0.00,0.32,0.00,31,7.20,0.00,433.70,-410.73,-380.91,-274.89,-117.94,-495.29,-133.86,-2507.50,-647.51,-496.09,-587.08,-47.72,-658.15,-70.95,-2507.50,3557,[0.09085854 0.1952847  0.2265347  0.33073843 0.15658363]
3600,-1705.74,0.00,0.37,0.03,30,19.00,0.00,417.40,-416.72,-300.24,-313.47,-174.68,-421.67,-78.97,-2412.48,-481.41,-454.59,-599.62,-115.27,-623.85,-137.74,-2412.48,3368,[0.09815474 0.19186305 0.22032014 0.33403735 0.15562472]
3700,-1844.90,0.00,0.33,0.00,32,3.80,0.00,427.80,-426.07,-348.63,-255.20,-194.53,-490.79,-129.69,-2481.62,-592.54,-530.23,-549.35,-141.76,-542.70,-125.04,-2481.62,3451,[0.09278465 0.19850563 0.21935988 0.32073157 0.16861827]
3800,-1718.21,0.00,0.37,0.06,32,18.80,0.00,420.70,-336.33,-363.85,-327.96,-131.12,-470.64,-88.31,-2469.62,-581.36,-530.33,-518.19,-25.73,-746.88,-67.13,-2469.62,3571,[0.08896046 0.19291426 0.21890271 0.33673923 0.16248334]
3900,-1717.90,0.00,0.32,0.00,28,1.60,0.00,434.30,-429.26,-304.25,-286.36,-175.44,-402.84,-119.75,-2365.32,-579.11,-553.48,-490.82,-39.60,-592.22,-110.09,-2365.32,3392,[0.09115003 0.18979027 0.21859876 0.32576631 0.17469463]
4000,-1632.36,0.00,0.37,0.06,31,0.40,0.00,408.40,-366.55,-316.59,-242.35,-194.78,-410.43,-101.66,-2182.69,-604.31,-554.00,-483.06,12.88,-583.18,28.98,-2182.69,3613,[0.09176117 0.19208517 0.21337653 0.34621615 0.15656098]
4100,-1655.72,0.00,0.35,0.03,31,0.90,0.00,416.60,-418.54,-340.51,-257.58,-125.99,-434.29,-78.82,-2274.95,-571.81,-647.20,-483.41,17.62,-560.58,-29.57,-2274.95,3829,[0.09550625 0.20002253 0.20340128 0.35882419 0.14224575]
4200,-1500.87,0.00,0.33,0.00,28,19.40,0.00,430.40,-373.32,-268.49,-251.09,-147.02,-357.84,-103.12,-2458.91,-487.03,-575.89,-559.83,-40.25,-616.97,-178.94,-2458.91,3602,[0.08493087 0.20332288 0.20750552 0.35901011 0.14523063]
4300,-1464.56,0.00,0.42,0.03,31,44.40,0.00,410.20,-317.63,-288.38,-247.91,-132.01,-374.86,-103.77,-2536.60,-497.24,-436.74,-534.73,-249.28,-517.48,-301.13,-2536.60,3254,[0.08812261 0.18666188 0.22282088 0.34207375 0.16032088]
4400,-1773.58,0.00,0.37,0.03,29,3.00,0.00,411.80,-392.97,-320.99,-312.53,-212.83,-400.62,-133.63,-2244.95,-478.97,-496.23,-482.46,15.60,-676.99,-125.90,-2244.95,3378,[0.0883244  0.20752738 0.20834304 0.33745048 0.1583547 ]
4500,-1485.80,0.00,0.42,0.09,32,5.00,0.00,389.40,-326.90,-287.56,-244.40,-142.43,-367.85,-116.67,-2173.25,-488.76,-385.76,-433.54,-157.43,-569.33,-138.43,-2173.25,3093,[0.08878902 0.20587878 0.2168104  0.34130936 0.14721244]
4600,-1587.56,0.00,0.52,0.06,32,0.80,0.00,396.00,-370.01,-307.81,-273.99,-132.33,-392.88,-110.53,-2138.67,-658.15,-324.00,-428.94,12.74,-566.37,-173.95,-2138.67,3125,[0.08324503 0.19074532 0.21817968 0.35087719 0.15695278]
4700,-1539.50,0.00,0.33,0.00,30,0.00,0.00,424.00,-352.75,-316.42,-297.87,-154.84,-276.18,-141.45,-2208.17,-558.57,-555.00,-535.20,15.60,-601.90,26.90,-2208.17,3138,[0.08864007 0.20107301 0.20772102 0.34557966 0.15698624]
4800,-1444.15,0.00,0.62,0.15,27,3.20,0.00,293.80,-332.61,-307.03,-285.46,-118.66,-310.24,-90.15,-1351.55,-152.35,-76.45,-502.09,-119.88,-520.55,19.77,-1351.55,3123,[0.08897695 0.20208934 0.2059318  0.36131124 0.14169068]
4900,-1396.90,0.00,0.37,0.07,28,13.20,0.00,420.90,-355.76,-271.19,-221.47,-139.65,-344.54,-64.30,-2368.97,-596.11,-561.46,-421.33,-50.46,-496.94,-242.67,-2368.97,3038,[0.0923617  0.18823387 0.21450188 0.35613122 0.14877134]
5000,-1375.06,0.00,0.68,0.12,33,4.60,0.00,274.10,-315.16,-252.75,-247.94,-132.05,-329.39,-97.78,-1309.93,-128.68,-48.99,-401.22,-104.17,-584.84,-42.03,-1309.93,2978,[0.09263393 0.19494048 0.20907738 0.36532738 0.13802083]
5100,-1390.63,0.00,0.63,0.10,30,6.40,0.00,365.40,-316.27,-308.35,-253.80,-148.32,-300.61,-63.28,-1784.46,-247.39,-362.48,-542.53,-43.81,-610.59,22.34,-1784.46,3057,[0.08678354 0.18711923 0.21509387 0.36789755 0.14310581]
5200,-1359.79,0.00,0.68,0.10,29,1.20,0.00,270.90,-258.74,-263.09,-312.86,-138.35,-266.06,-120.68,-1166.79,-16.36,-38.54,-563.63,6.57,-507.89,-46.94,-1166.79,3089,[0.09066239 0.18551869 0.19908721 0.3895399  0.13519181]
5300,-1259.23,0.00,0.52,0.00,32,1.40,0.00,402.70,-209.71,-231.56,-253.67,-170.47,-308.19,-85.63,-2099.16,-482.20,-423.04,-533.55,8.45,-593.88,-74.94,-2099.16,2935,[0.08506468 0.18972952 0.2161244  0.36168823 0.14739318]
5400,-1300.90,0.00,0.63,0.25,28,17.40,0.00,279.40,-260.74,-236.32,-269.00,-169.39,-263.08,-102.38,-1292.02,-60.65,-97.76,-551.47,-96.45,-508.59,22.90,-1292.02,2893,[0.08774623 0.18994628 0.20772576 0.36441545 0.15016628]
5500,-1206.57,0.00,0.57,0.06,32,1.40,0.00,368.30,-188.89,-215.70,-282.36,-140.30,-328.25,-51.08,-1735.41,-369.42,-321.97,-433.55,-42.14,-536.29,-32.04,-1735.41,2827,[0.08674514 0.1801433  0.20061412 0.40174002 0.13075742]
5600,-1383.91,0.00,0.65,0.04,27,16.80,0.00,299.40,-201.21,-257.69,-276.46,-164.03,-357.10,-127.42,-1403.13,-153.48,-136.49,-430.65,-66.67,-484.31,-131.53,-1403.13,2928,[0.08811651 0.17268388 0.20438135 0.38502019 0.14979807]
5700,-1160.80,0.10,0.70,0.16,32,1.60,0.00,269.70,-187.19,-203.86,-273.23,-119.35,-291.50,-85.67,-1078.72,-39.88,-72.08,-478.10,12.26,-524.52,23.60,-1078.72,2687,[0.09194777 0.17328618 0.19776931 0.41199674 0.125     ]
5800,-1133.28,0.00,0.52,0.09,32,106.20,0.00,353.10,-187.32,-190.09,-224.82,-156.75,-302.78,-71.52,-2523.25,-315.74,-418.96,-639.38,-181.14,-553.45,-414.58,-2523.25,2811,[0.09082545 0.1787592  0.20386435 0.39616193 0.13038906]
5900,-1123.25,0.00,0.65,0.07,29,7.70,0.00,294.90,-142.74,-201.49,-258.45,-124.28,-327.04,-69.24,-1298.88,-188.05,-124.53,-428.95,-44.75,-524.90,12.30,-1298.88,2821,[0.08675799 0.16747247 0.20252485 0.41391351 0.12933118]
6000,-1246.76,0.00,0.62,0.16,31,3.60,0.00,299.30,-183.82,-216.13,-296.48,-137.24,-330.81,-82.28,-1440.32,-151.96,-81.68,-508.01,-148.39,-486.63,-63.65,-1440.32,2894,[0.08391338 0.17014695 0.20301624 0.41582882 0.12709461]
6100,-1030.68,0.00,0.63,0.13,31,1.20,0.00,288.10,-145.70,-175.36,-250.51,-128.48,-261.42,-69.21,-1314.20,-94.93,-20.65,-561.06,13.64,-620.06,-31.14,-1314.20,2702,[0.08409123 0.17391913 0.21841332 0.38491675 0.13865958]
6200,-1017.93,0.00,0.67,0.20,30,0.80,0.00,268.80,-162.49,-129.65,-227.47,-124.45,-303.58,-70.28,-1110.46,-46.94,8.58,-536.20,14.60,-577.40,26.90,-1110.46,2794,[0.08597536 0.17818081 0.20656237 0.39180396 0.1374775 ]
6300,-971.87,0.00,0.67,0.10,30,2.40,0.00,304.40,-131.25,-148.73,-263.53,-108.41,-262.98,-56.96,-1296.24,-89.36,-175.22,-487.31,-50.20,-516.32,22.17,-1296.24,2648,[0.08556729 0.16057406 0.20511779 0.42296236 0.1257785 ]
6400,-1075.15,0.00,0.68,0.26,31,3.80,0.00,264.50,-111.34,-205.11,-239.53,-119.91,-264.46,-134.80,-1030.96,-3.70,-21.68,-479.88,4.14,-554.47,24.63,-1030.96,2781,[0.09189335 0.1710651  0.21098931 0.38990391 0.13614833]
6500,-944.87,0.00,0.65,0.48,31,1.40,0.00,267.00,-112.78,-163.27,-222.11,-98.19,-274.70,-73.83,-1131.41,-52.03,16.01,-480.99,15.61,-586.47,-43.54,-1131.41,2534,[0.08507631 0.16548898 0.21141888 0.40686829 0.13114754]
6600,-1062.56,0.00,0.65,0.25,28,71.80,0.00,304.60,-126.35,-141.56,-290.44,-112.85,-309.97,-81.39,-2121.52,-206.93,-377.77,-582.38,-225.22,-565.09,-164.13,-2121.52,2721,[0.0869793  0.1685879  0.20762379 0.39520566 0.14160335]
6700,-1027.49,0.10,0.68,0.24,34,11.60,0.00,270.60,-104.31,-180.92,-235.61,-154.05,-233.08,-119.53,-1273.85,-52.10,-15.10,-572.85,-101.43,-473.19,-59.18,-1273.85,2638,[0.08144668 0.16602591 0.20561014 0.42460487 0.1223124 ]
6800,-957.71,0.00,0.67,0.50,30,0.40,0.00,254.60,-124.63,-146.71,-208.91,-127.91,-265.81,-83.74,-998.08,32.43,15.93,-535.70,14.76,-552.40,26.90,-998.08,2547,[0.08423638 0.16139286 0.20401676 0.42912874 0.12122526]
6900,-951.55,0.00,0.67,0.55,33,0.50,0.00,264.70,-121.29,-125.47,-263.69,-114.79,-223.35,-102.96,-1182.01,-29.06,-38.21,-513.52,-28.56,-511.91,-60.75,-1182.01,2488,[0.08208423 0.15346181 0.20242684 0.42698073 0.1350464 ]
7000,-1048.47,0.00,0.67,0.47,30,5.80,0.00,264.50,-149.97,-191.63,-255.61,-149.67,-178.15,-123.44,-1186.06,-185.80,-51.42,-321.34,-43.53,-392.20,-191.77,-1186.06,2463,[0.08882478 0.15548132 0.20422108 0.42028545 0.13118737]
7100,-916.54,0.00,0.65,0.32,31,22.40,0.00,282.30,-115.86,-163.17,-210.62,-105.37,-233.98,-87.54,-1274.88,-81.95,18.16,-523.41,-94.89,-563.02,-29.77,-1274.88,2430,[0.07680791 0.15481359 0.20437191 0.43689175 0.12711484]
7200,-1091.08,0.00,0.65,0.42,26,18.20,0.00,267.40,-171.51,-170.16,-270.33,-136.80,-240.52,-101.75,-1183.72,-33.76,-78.04,-513.55,-78.21,-442.76,-37.40,-1183.72,2543,[0.08517257 0.14649682 0.21004296 0.4279366  0.13035106]
7300,-1031.80,0.00,0.65,0.27,30,12.00,0.00,279.30,-138.54,-147.12,-266.84,-122.35,-237.79,-119.16,-1222.18,-56.18,-42.13,-559.45,10.08,-511.01,-63.49,-1222.18,2645,[0.08617346 0.15461347 0.20933777 0.42546412 0.12441119]
7400,-862.70,0.00,0.73,0.45,29,22.60,0.00,249.40,-143.81,-138.39,-244.08,-131.79,-99.06,-105.58,-1043.10,-85.07,13.31,-547.53,-9.29,-290.34,-124.18,-1043.10,2428,[0.07788638 0.14355528 0.21472205 0.43142944 0.13240684]
7500,-964.72,0.00,0.75,0.38,29,27.40,0.00,226.70,-162.60,-142.54,-277.62,-167.74,-141.29,-72.94,-940.02,-79.26,-48.62,-543.16,-153.45,-15.15,-100.38,-940.02,2411,[0.09125944 0.1364267  0.21735779 0.40897179 0.14598428]
7600,-966.23,0.00,0.78,0.41,32,1.20,0.00,208.30,-133.13,-174.53,-284.57,-125.84,-148.80,-99.37,-767.02,-55.16,14.81,-560.37,-88.77,-106.14,28.61,-767.02,2365,[0.07491452 0.13382033 0.22878458 0.41576002 0.14672055]
7700,-917.14,0.00,0.77,0.61,31,7.60,0.00,217.50,-154.43,-153.67,-229.51,-135.37,-140.81,-103.36,-904.33,-116.56,-10.46,-483.06,-12.54,-304.39,22.68,-904.33,2417,[0.08275329 0.14725445 0.20479505 0.43696829 0.12822892]
7800,-1030.10,0.00,0.83,0.70,30,0.20,0.00,163.00,-142.92,-217.16,-262.83,-131.60,-173.52,-102.07,-406.56,29.43,18.33,-478.83,15.63,38.18,-29.30,-406.56,2510,[0.08618411 0.14520628 0.23036265 0.3898106  0.14843635]
7900,-799.10,0.00,0.75,0.66,29,2.60,0.00,221.70,-125.02,-144.79,-252.13,-111.44,-77.00,-88.72,-889.22,-78.39,-188.53,-427.75,-118.83,-39.09,-36.63,-889.22,2274,[0.08636722 0.14074074 0.21733649 0.42584712 0.12970843]
8000,-835.43,0.00,0.83,0.63,30,0.00,0.00,164.60,-142.52,-156.70,-251.11,-118.47,-101.91,-64.74,-418.94,32.70,16.30,-535.20,15.60,24.76,26.90,-418.94,2191,[0.08217384 0.1339008  0.2195122  0.43738746 0.1270257 ]
8100,-799.62,0.00,0.80,0.52,31,0.40,0.00,186.90,-135.06,-148.63,-218.46,-116.92,-115.32,-65.23,-563.38,32.13,9.35,-550.67,-39.79,15.21,-29.61,-563.38,2055,[0.08470269 0.13603253 0.22276808 0.42961206 0.12688463]
8200,-830.50,0.00,0.83,0.60,30,2.80,0.00,168.00,-132.37,-118.81,-192.94,-164.64,-117.32,-104.42,-439.10,21.17,16.30,-538.70,11.08,24.15,26.90,-439.10,2191,[0.08861363 0.14133714 0.22312212 0.41114817 0.13577894]
8300,-778.28,0.00,0.83,0.77,30,0.80,0.00,166.80,-111.72,-104.02,-245.10,-128.69,-77.68,-111.08,-415.06,40.40,19.30,-536.20,14.60,19.94,26.90,-415.06,2202,[0.07694784 0.14826143 0.21506761 0.4196716  0.14005151]
8400,-770.08,0.00,0.83,0.74,31,0.20,0.00,165.60,-102.99,-120.11,-250.43,-121.91,-83.28,-91.37,-489.81,30.86,16.86,-478.71,15.39,-100.11,25.90,-489.81,2277,[0.0863298  0.13733566 0.21970537 0.42372881 0.13290036]
8500,-840.47,0.00,0.78,0.71,31,10.40,0.00,192.70,-113.42,-159.90,-255.21,-102.56,-120.58,-88.80,-757.10,-102.13,-80.24,-525.99,-48.35,-17.34,16.95,-757.10,2248,[0.07982928 0.12867531 0.22036042 0.42680999 0.14432501]
8600,-668.93,0.00,0.82,0.70,33,3.80,0.00,176.60,-80.38,-119.68,-237.66,-111.68,-44.12,-75.41,-585.06,16.16,15.14,-430.92,15.63,-101.26,-99.81,-585.06,2176,[0.08677351 0.14877772 0.20705844 0.43888619 0.11850413]
8700,-748.96,0.00,0.78,0.77,30,1.20,0.00,188.90,-119.04,-127.17,-254.31,-102.62,-73.47,-72.35,-664.59,-32.65,19.07,-520.61,-61.79,-18.72,-49.89,-664.59,2146,[0.07949791 0.12906341 0.20357258 0.45799807 0.12986804]
8800,-769.01,0.10,0.75,0.51,35,13.40,0.00,218.70,-114.90,-147.72,-223.10,-99.07,-99.99,-84.24,-1025.14,-1.96,-111.84,-500.70,-127.10,-149.67,-133.87,-1025.14,2193,[0.0787326  0.14450312 0.21379421 0.44151064 0.12145943]
8900,-618.56,0.00,0.77,0.56,32,1.60,0.00,203.90,-81.24,-140.28,-211.21,-97.58,-38.56,-49.70,-787.90,26.26,-131.36,-482.44,16.48,-191.70,-25.14,-787.90,2001,[0.08239571 0.13415267 0.22589579 0.43863597 0.11891985]
9000,-709.56,0.00,0.82,0.59,32,4.50,0.00,171.80,-99.69,-132.25,-234.82,-116.60,-78.72,-47.48,-631.85,21.73,11.33,-556.69,-114.99,36.28,-29.51,-631.85,2116,[0.07543949 0.15412186 0.22119816 0.41372248 0.13551801]
9100,-858.39,0.00,0.82,0.67,30,0.40,0.00,171.90,-121.87,-139.32,-241.95,-108.46,-139.53,-107.27,-469.33,-25.56,-39.37,-480.33,12.61,33.20,30.12,-469.33,2208,[0.07531717 0.16428457 0.23462341 0.38284888 0.14292597]
9200,-709.29,0.00,0.72,0.53,32,28.80,0.00,227.70,-103.51,-122.01,-227.14,-102.27,-79.83,-74.53,-1074.59,-132.14,-201.74,-518.69,-51.66,-31.58,-138.78,-1074.59,2148,[0.08356071 0.19167804 0.21725784 0.38642565 0.12107776]
9300,-898.10,0.10,0.85,0.77,31,2.60,0.00,157.70,-160.30,-119.94,-268.93,-132.91,-125.83,-90.19,-375.90,33.14,8.77,-486.15,3.66,41.52,23.16,-375.90,2368,[0.08010258 0.21119324 0.23412279 0.31407452 0.16050686]
9400,-879.70,0.00,0.83,0.87,30,0.00,0.00,162.00,-148.97,-138.81,-257.09,-115.62,-106.18,-113.03,-390.90,32.70,25.30,-535.20,15.60,43.80,26.90,-390.90,2396,[0.0795756  0.20954907 0.21279104 0.35293251 0.14515178]
9500,-790.83,0.00,0.72,0.57,28,25.90,0.00,233.90,-76.80,-126.07,-298.91,-90.89,-67.69,-130.47,-1098.34,-140.88,-249.72,-548.88,6.67,-117.83,-47.70,-1098.34,2302,[0.08146326 0.23101752 0.2015063  0.36504765 0.12096526]
9600,-543.07,0.10,0.78,0.71,31,43.60,0.00,192.20,-68.99,-114.35,-169.09,-83.94,-62.10,-44.60,-814.26,-93.95,-42.57,-506.35,14.62,-83.66,-102.35,-814.26,2036,[0.07998565 0.21825681 0.22650646 0.34361549 0.13163558]
9700,-538.93,0.00,0.82,0.63,30,14.00,0.00,172.20,-52.13,-94.15,-232.07,-61.31,-33.40,-65.88,-536.81,-63.49,19.05,-480.91,-72.19,31.61,29.12,-536.81,2045,[0.07782821 0.23482938 0.22760128 0.32610523 0.13363591]
9800,-617.07,0.00,0.73,0.75,28,39.20,0.00,223.90,-94.60,-126.62,-188.73,-88.13,-66.22,-52.77,-1129.54,-133.78,-178.80,-554.47,-154.92,7.35,-114.92,-1129.54,2013,[0.07552817 0.22376761 0.23274648 0.31919014 0.14876761]
