Century,r_global_avg,arrival_eval_rate,arrival_flight_rate,meet_ttot_rate,sum_depflight,collisions_avg,wait_num_avg,fstep_avg,r_avg_0,r_avg_1,r_avg_2,r_avg_3,r_avg_4,r_avg_5,r_global_eval,r_eval_0,r_eval_1,r_eval_2,r_eval_3,r_eval_4,r_eval_5,r_eval_local,duration (s), dist_action
10000,-1517.09,0.00,0.75,0.67,30,25.40,0.00,218.70,-211.46,-203.13,-282.16,-175.45,-209.86,-435.01,-1037.55,-131.39,21.02,-232.93,-167.36,-55.35,-471.54,-1037.55,2660,[0.11503719 0.27962274 0.17521254 0.20536663 0.22476089]
10100,-1344.69,0.00,0.68,0.75,28,53.40,0.00,258.00,-242.95,-156.16,-291.05,-172.72,-171.18,-310.63,-1390.56,-115.52,-148.29,-240.87,-191.87,-289.69,-404.32,-1390.56,2558,[0.11270578 0.29280991 0.15210356 0.20092866 0.24145209]
10200,-1366.41,0.00,0.83,0.86,28,6.20,0.00,178.80,-197.97,-166.16,-230.25,-214.79,-183.97,-373.27,-567.63,29.10,32.89,1.08,-54.55,10.05,-586.20,-567.63,2529,[0.11638169 0.31742967 0.13086045 0.20780474 0.22752344]
10300,-1342.57,0.50,0.80,0.63,27,20.00,0.00,198.10,-183.12,-189.72,-235.14,-189.03,-167.70,-377.87,-845.70,-98.53,-187.43,-176.71,1.10,-208.64,-175.49,-845.70,2577,[0.10751961 0.29605085 0.16716256 0.21233433 0.21693265]
10400,-1075.53,0.70,0.85,0.68,28,20.90,0.00,167.00,-148.58,-163.04,-240.97,-142.16,-144.37,-236.41,-528.12,-156.49,-38.90,15.10,-134.27,-106.96,-106.60,-528.12,2206,[0.11750205 0.30501233 0.14165982 0.1957272  0.2400986 ]
10500,-1171.30,1.00,1.00,0.63,30,6.00,0.00,90.40,-194.50,-159.45,-229.50,-159.88,-162.26,-265.70,94.49,27.60,20.30,16.80,20.40,8.60,0.79,94.49,2475,[0.10967159 0.30415788 0.15140102 0.19825249 0.23651702]
10600,-1303.14,0.80,0.95,0.53,32,9.20,0.00,122.50,-230.28,-208.74,-242.94,-139.59,-155.79,-325.80,-188.14,-62.61,-20.44,7.23,-35.85,-0.39,-76.08,-188.14,2424,[0.11258852 0.30885966 0.1452522  0.20508744 0.22821217]
10700,-1256.82,0.90,0.95,0.67,30,7.10,0.00,114.10,-203.52,-135.05,-246.76,-165.10,-167.09,-339.30,-131.32,24.99,-46.72,-61.64,-61.14,8.24,4.95,-131.32,2441,[0.11615644 0.29793467 0.14764904 0.19789073 0.24036912]
10800,-1227.72,0.80,0.88,0.66,29,9.40,0.00,149.50,-202.27,-180.27,-246.56,-166.79,-144.24,-287.60,-373.62,-106.60,11.66,-110.00,-109.81,12.92,-71.79,-373.62,2374,[0.11434511 0.3029403  0.14746065 0.2038907  0.23136323]
10900,-1170.50,1.00,1.00,0.77,30,6.00,0.00,92.00,-191.67,-104.08,-250.44,-151.20,-177.85,-295.26,103.19,21.09,25.80,22.80,20.40,8.90,4.20,103.19,2395,[0.11522941 0.30174862 0.15378867 0.19772829 0.23150501]
11000,-1198.99,0.80,0.88,0.70,30,24.90,0.00,148.80,-199.98,-156.56,-225.58,-167.64,-172.70,-276.53,-401.32,24.31,-148.64,-97.36,-78.29,-52.78,-48.56,-401.32,2381,[0.11064966 0.30510234 0.14891724 0.20305547 0.23227529]
11100,-1092.42,0.90,0.95,0.63,30,6.30,0.00,113.70,-153.63,-139.59,-247.31,-139.41,-152.86,-259.61,-150.54,-42.29,21.42,-54.54,-84.12,7.16,1.83,-150.54,2393,[0.11385756 0.3159277  0.14212884 0.19928936 0.22879654]
11200,-1196.19,0.80,0.90,0.67,30,24.80,0.00,140.70,-163.56,-136.72,-273.44,-186.05,-163.78,-272.64,-355.89,-132.37,21.49,-89.02,-57.66,11.17,-109.50,-355.89,2419,[0.11021709 0.31243358 0.14255351 0.20479733 0.22999848]
11300,-1054.32,0.60,0.82,0.64,28,40.40,0.00,185.30,-170.86,-118.65,-259.59,-127.49,-158.93,-218.80,-822.28,-66.02,-98.88,-85.67,-304.99,-93.34,-173.38,-822.28,2392,[0.10247462 0.29600254 0.15751904 0.1982868  0.24571701]
11400,-1160.80,0.70,0.85,0.70,27,35.00,0.00,167.80,-230.47,-141.47,-221.32,-175.15,-128.20,-264.19,-575.03,-142.63,-135.71,-51.17,-126.90,-62.59,-56.03,-575.03,2332,[0.11521236 0.29436293 0.15289575 0.19984556 0.2376834 ]
11500,-1195.79,0.90,0.93,0.66,29,17.60,0.00,123.80,-225.72,-134.31,-249.16,-167.43,-167.90,-251.28,-271.58,-74.85,27.90,-95.97,-56.60,11.43,-83.49,-271.58,2453,[0.11147395 0.29182129 0.15808223 0.19430013 0.2443224 ]
11600,-1113.73,0.80,0.90,0.64,28,7.00,0.00,139.90,-183.28,-156.94,-243.31,-152.57,-136.91,-240.71,-401.06,-86.10,-157.16,-82.30,20.43,13.57,-109.50,-401.06,2390,[0.1095172  0.29261145 0.16072806 0.1985192  0.23862409]
11700,-1210.34,0.90,0.97,0.80,30,13.20,0.00,114.60,-218.33,-211.07,-217.62,-165.28,-139.54,-258.50,-82.29,29.82,27.72,-53.57,-19.42,-64.70,-2.14,-82.29,2343,[0.11474176 0.30266526 0.14214727 0.202078   0.23836772]
11800,-997.76,0.80,0.95,0.67,27,13.40,0.00,115.50,-142.76,-125.07,-244.21,-141.54,-113.95,-230.23,-206.14,18.19,-79.36,-89.44,1.95,2.25,-59.73,-206.14,2222,[0.11364003 0.3110573  0.14398709 0.19870864 0.23260694]
11900,-1041.85,0.90,0.98,0.73,30,13.40,0.00,99.50,-138.81,-149.92,-218.69,-158.26,-139.14,-237.02,11.97,15.01,-33.74,9.03,22.39,10.93,-11.65,11.97,2458,[0.1064333  0.31488489 0.14364554 0.20230211 0.23273415]
12000,-1078.15,0.80,0.97,0.73,33,8.80,0.00,108.10,-168.52,-147.84,-226.89,-188.33,-126.56,-220.01,-68.69,-74.22,17.09,9.67,-43.19,15.91,6.05,-68.69,2467,[0.10556954 0.31340466 0.14458779 0.20075519 0.23568282]
12100,-1023.98,0.60,0.83,0.85,33,9.50,0.00,173.00,-186.74,-125.68,-221.94,-134.27,-127.32,-228.01,-629.86,-77.69,-140.22,-38.62,-228.28,-84.63,-60.42,-629.86,2405,[0.11276252 0.31179321 0.13925687 0.20210016 0.23408724]
12200,-1035.11,0.70,0.92,0.70,33,21.80,0.00,142.80,-179.36,-145.33,-191.99,-164.26,-136.52,-217.65,-362.18,-76.24,24.76,-151.16,4.57,-18.09,-146.02,-362.18,2391,[0.10658509 0.29544357 0.15907261 0.20302689 0.23587184]
12300,-1015.22,1.00,1.00,0.60,30,6.00,0.00,101.80,-159.69,-150.92,-185.45,-132.37,-136.97,-249.81,13.23,21.60,29.02,-70.03,19.54,8.90,4.20,13.23,2258,[0.1079865  0.30692592 0.14912422 0.19411859 0.24184477]
12400,-1062.68,0.70,0.90,0.72,29,24.90,0.00,148.30,-184.20,-126.49,-229.77,-157.06,-128.26,-236.91,-441.37,32.32,-112.92,-37.04,-102.20,-107.92,-113.61,-441.37,2367,[0.10885205 0.30497341 0.14310291 0.20863309 0.23443854]
12500,-1056.71,0.70,0.90,0.62,32,13.00,0.00,153.00,-160.56,-142.79,-237.88,-141.83,-125.63,-248.03,-372.49,15.69,-57.98,-37.46,-47.52,-101.02,-144.20,-372.49,2355,[0.10717585 0.31074838 0.14782877 0.21127194 0.22297505]
12600,-991.45,1.00,1.00,0.80,30,6.20,0.00,89.40,-143.69,-124.69,-213.15,-168.58,-96.36,-244.99,110.95,36.21,25.80,16.30,19.54,8.90,4.20,110.95,2288,[0.11023368 0.30604351 0.14198227 0.20257857 0.23916197]
12700,-935.30,0.70,0.87,0.70,27,27.00,0.00,164.60,-145.49,-131.31,-193.65,-139.62,-103.16,-222.09,-516.15,-50.49,-40.63,-59.68,-97.75,-103.66,-163.94,-516.15,2277,[0.1        0.31986755 0.1442053  0.20463576 0.23129139]
12800,-1022.02,0.70,0.92,0.73,33,6.40,0.00,135.00,-142.34,-143.54,-225.09,-137.85,-137.47,-235.72,-204.15,-34.95,-27.28,17.75,-36.81,-75.09,-47.77,-204.15,4111,[0.10553661 0.31985712 0.14417925 0.20295503 0.22747199]
12900,-910.67,0.60,0.90,0.67,30,7.60,0.00,146.20,-127.54,-126.34,-194.17,-151.92,-102.94,-207.77,-326.57,13.61,-63.12,-46.15,9.96,-136.40,-104.47,-326.57,2146,[0.09969584 0.32122339 0.13974316 0.20868537 0.23065225]
13000,-930.53,0.80,0.92,0.85,27,13.60,0.00,139.90,-167.23,-138.59,-167.00,-130.59,-124.55,-202.58,-307.35,-56.46,-31.38,-67.19,-76.03,-8.88,-67.41,-307.35,2169,[0.10734558 0.30767947 0.14240401 0.19766277 0.24490818]
13100,-958.74,0.90,0.98,0.68,31,5.60,0.00,97.50,-147.81,-127.65,-229.47,-98.96,-119.28,-235.58,49.40,18.21,22.90,28.45,18.71,-46.68,7.81,49.40,4012,[0.10853342 0.32089552 0.137573   0.21106424 0.22193381]
13200,-941.66,0.60,0.85,0.92,26,32.90,0.00,166.30,-187.53,-129.38,-217.68,-106.82,-103.17,-197.07,-782.91,-187.09,22.21,27.04,-256.12,-238.34,-150.61,-782.91,5011,[0.10921614 0.3014103  0.14594949 0.20022958 0.24319449]
13300,-960.27,0.70,0.90,0.74,27,10.80,0.00,148.40,-170.34,-77.16,-189.90,-149.30,-135.44,-238.14,-402.27,-107.20,-40.90,-146.43,-50.93,-1.80,-55.01,-402.27,2096,[0.10803043 0.29856298 0.14759087 0.19154691 0.25426881]
13400,-1050.17,0.70,0.92,0.65,31,5.20,0.00,129.40,-161.75,-175.56,-202.13,-141.74,-151.96,-217.02,-187.28,25.65,-153.78,14.49,18.85,-45.35,-47.14,-187.28,2204,[0.10821485 0.30394945 0.16050553 0.20552923 0.22180095]
13500,-928.28,0.80,0.97,0.71,31,7.20,0.00,114.20,-162.99,-115.83,-173.90,-144.73,-116.78,-214.05,-167.90,-193.69,29.41,17.65,14.20,-45.93,10.46,-167.90,2077,[0.10314595 0.31786144 0.13237064 0.20336943 0.24325254]
13600,-1058.45,0.90,0.98,0.79,33,5.80,0.00,98.30,-149.93,-116.60,-235.48,-170.70,-177.83,-207.90,53.99,23.29,22.23,29.52,-40.18,9.27,9.86,53.99,2224,[0.10589185 0.31589992 0.1496368  0.20597256 0.22259887]
13700,-973.92,0.80,0.95,0.65,31,4.80,0.00,120.20,-167.84,-125.00,-188.79,-154.46,-139.89,-197.95,-134.24,22.75,-36.49,-46.03,-39.57,-46.37,11.47,-134.24,2182,[0.10709593 0.30091984 0.1532523  0.20367937 0.23505256]
13800,-931.77,0.90,0.98,0.78,27,10.60,0.00,106.40,-168.01,-119.75,-191.30,-138.24,-108.20,-206.27,-59.95,27.74,13.42,-42.22,23.08,-47.65,-34.32,-59.95,2140,[0.10717244 0.30097731 0.1513997  0.19744906 0.24300149]
13900,-926.19,0.80,0.93,0.75,32,8.40,0.00,121.30,-159.89,-145.45,-192.22,-101.73,-101.45,-225.44,-135.27,-38.36,-35.69,21.09,-102.42,10.33,9.78,-135.27,2120,[0.10125123 0.30029635 0.15261771 0.20052684 0.24530787]
14000,-961.69,0.70,0.93,0.88,34,16.20,0.00,128.40,-188.45,-123.79,-205.45,-107.84,-120.59,-215.57,-199.73,-104.08,15.41,26.42,-58.28,-89.30,10.10,-199.73,2081,[0.11391112 0.30120892 0.14047335 0.20398434 0.24042227]
14100,-876.96,0.90,0.98,0.83,29,11.30,0.00,97.00,-130.64,-101.52,-198.21,-119.76,-98.09,-228.74,3.38,6.66,20.19,23.32,9.09,-62.39,6.51,3.38,2096,[0.10920917 0.3111948  0.13402944 0.19753509 0.2480315 ]
14200,-901.72,0.50,0.85,0.70,33,13.00,0.00,178.70,-140.45,-109.92,-174.88,-151.49,-114.33,-210.65,-706.55,-85.59,-210.86,13.24,17.06,-145.68,-294.72,-706.55,2078,[0.10176227 0.30701451 0.15169316 0.19384934 0.24568072]
14300,-853.33,0.90,0.97,0.72,32,5.20,0.00,108.70,-118.78,-85.12,-188.41,-142.80,-142.31,-175.91,-13.80,-31.54,13.81,20.82,21.25,12.19,-50.33,-13.80,2004,[0.09783535 0.33475371 0.12800409 0.2123743  0.22703255]
14400,-818.30,1.00,1.00,0.76,33,5.80,0.00,88.40,-123.88,-97.10,-195.61,-97.52,-97.20,-206.98,110.85,33.33,19.65,22.95,14.94,9.90,10.08,110.85,1975,[0.10465937 0.30585951 0.15001765 0.19608189 0.24338157]
14500,-902.34,0.90,0.98,0.75,32,5.20,0.00,97.40,-173.47,-98.43,-178.49,-122.28,-99.88,-229.78,6.44,30.17,-74.51,14.88,23.01,9.54,3.35,6.44,2075,[0.0998817  0.30505324 0.14517492 0.19841136 0.25147879]
14600,-866.80,0.50,0.85,0.68,28,28.10,0.00,205.40,-129.52,-90.20,-175.18,-141.19,-142.65,-188.07,-945.23,-131.70,-125.37,-201.26,-128.68,-139.60,-218.62,-945.23,2036,[0.10799512 0.299251   0.15711549 0.19543634 0.24020206]
14700,-785.64,0.90,0.95,0.63,30,9.40,0.00,114.30,-116.34,-103.71,-151.37,-129.90,-108.17,-176.15,-233.15,-27.25,-139.13,16.36,9.10,-99.50,7.27,-233.15,1905,[0.10506844 0.32204957 0.13355531 0.1936737  0.24565298]
14800,-954.27,0.70,0.92,0.77,30,9.60,0.00,133.80,-149.57,-130.83,-185.44,-136.03,-144.76,-207.63,-248.66,-177.64,-6.37,-37.91,10.81,14.32,-51.87,-248.66,2230,[0.09996744 0.28199284 0.16476718 0.20367958 0.24959297]
14900,-901.38,1.00,1.00,0.67,30,6.00,0.00,89.00,-145.54,-111.13,-164.21,-120.73,-145.06,-214.72,100.70,21.60,22.80,22.80,20.40,8.90,4.20,100.70,3272,[0.10120846 0.32091306 0.1352803  0.2087949  0.23380329]
15000,-843.70,0.60,0.92,0.65,31,6.20,0.00,146.90,-132.10,-85.16,-214.55,-115.44,-90.23,-206.22,-301.66,-142.08,28.96,-93.35,18.93,-55.51,-58.61,-301.66,3861,[0.09723445 0.30614761 0.14602783 0.20063414 0.24995596]
15100,-942.81,0.90,0.98,0.74,31,6.00,0.00,116.50,-153.40,-126.30,-197.82,-123.50,-134.65,-207.14,-47.48,-30.82,28.70,21.88,-9.48,-20.54,-37.22,-47.48,4003,[0.10496084 0.30879025 0.14412533 0.19860748 0.2435161 ]
15200,-834.90,0.70,0.87,0.57,28,27.00,0.00,171.60,-133.37,-82.04,-169.57,-116.24,-116.82,-216.86,-630.47,-85.18,-157.35,-40.61,-128.39,-82.91,-136.03,-630.47,2392,[0.10204772 0.31342021 0.1374175  0.21052632 0.23658826]
15300,-824.02,1.00,1.00,0.68,31,10.00,0.00,98.80,-119.92,-106.51,-178.49,-133.11,-113.30,-172.70,4.63,-45.78,10.79,14.53,20.01,-5.59,10.67,4.63,2022,[0.10557987 0.30269876 0.14533187 0.19730124 0.24908826]
15400,-843.06,0.80,0.88,0.63,27,7.00,0.00,155.20,-128.23,-88.63,-193.04,-117.09,-127.42,-188.66,-505.39,23.59,-111.23,18.15,-96.04,-131.27,-208.59,-505.39,2068,[0.09671214 0.3273872  0.13256383 0.2084645  0.23487233]
15500,-838.73,0.70,0.93,0.74,27,13.60,0.00,127.10,-150.92,-111.09,-161.41,-147.29,-107.66,-160.36,-219.80,9.78,-150.37,-40.48,-43.75,-0.61,5.63,-219.80,2088,[0.10293578 0.30366972 0.13798165 0.2        0.25541284]
15600,-821.31,1.00,1.00,0.74,31,7.30,0.00,90.50,-129.36,-103.51,-155.42,-141.14,-96.22,-195.67,96.36,24.74,26.73,13.85,14.72,9.37,6.95,96.36,2078,[0.09584087 0.30976492 0.1437613  0.20415913 0.24647378]
15700,-781.03,0.90,0.98,0.78,32,12.80,0.00,100.00,-121.45,-100.85,-196.98,-104.06,-102.22,-155.46,12.60,22.14,28.49,-2.95,17.41,10.66,-63.15,12.60,2046,[0.09406764 0.31971909 0.13731288 0.19663648 0.25226391]
15800,-884.19,0.80,0.93,0.83,29,22.60,0.00,128.30,-138.19,-103.86,-188.90,-155.87,-94.93,-202.44,-236.33,24.29,-34.72,-123.07,18.94,-78.94,-42.83,-236.33,2100,[0.09996499 0.30847339 0.15143557 0.19835434 0.24177171]
15900,-774.87,0.60,0.88,0.81,31,27.20,0.00,153.90,-149.27,-87.89,-173.31,-109.76,-100.35,-154.29,-483.51,-40.47,-79.49,11.55,20.59,-189.82,-205.87,-483.51,2059,[0.09673971 0.31337965 0.14787101 0.20167468 0.24033494]
16000,-688.67,0.60,0.85,0.83,30,25.20,0.00,166.10,-107.30,-76.87,-160.36,-93.72,-78.45,-171.97,-574.24,-23.18,18.19,-107.72,-168.73,-58.99,-233.81,-574.24,1885,[0.09779426 0.3333984  0.13117314 0.1873902  0.250244  ]
16100,-705.35,0.90,0.97,0.83,30,7.40,0.00,111.80,-102.79,-83.81,-156.13,-103.72,-103.11,-155.79,-82.07,-29.84,30.23,-30.78,15.83,-74.00,6.49,-82.07,1947,[0.09554502 0.30995261 0.14540284 0.19905213 0.25004739]
16200,-810.47,0.90,0.98,0.89,28,9.90,0.00,101.40,-145.48,-96.38,-174.81,-129.15,-106.38,-158.26,25.18,6.14,30.10,13.35,14.79,-48.71,9.51,25.18,2193,[0.10274938 0.30102221 0.15703208 0.20497004 0.2342263 ]
16300,-705.50,0.90,0.97,0.79,29,18.00,0.00,109.90,-114.46,-78.38,-155.10,-89.44,-97.81,-170.30,-83.64,10.87,-66.42,17.96,-6.03,-47.31,7.29,-83.64,2013,[0.09491833 0.32250454 0.14174229 0.20744102 0.23339383]
16400,-814.31,0.80,0.90,0.86,29,8.00,0.00,139.30,-127.66,-132.50,-172.67,-105.21,-87.57,-188.71,-283.37,30.92,-122.27,-112.37,24.07,-53.09,-50.63,-283.37,2054,[0.09874359 0.3096797  0.15377809 0.20739692 0.2304017 ]
16500,-699.62,1.00,1.00,0.83,29,8.20,0.00,98.20,-143.71,-68.41,-145.02,-85.75,-70.84,-185.91,30.27,26.31,22.86,23.60,20.01,-23.53,-38.98,30.27,1956,[0.09836066 0.31731675 0.1377426  0.19634445 0.25023554]
16600,-865.04,0.80,0.92,0.86,29,25.80,0.00,134.90,-123.39,-90.87,-178.18,-135.99,-125.01,-211.61,-298.51,-133.90,25.83,-80.92,-1.58,0.46,-108.40,-298.51,2042,[0.09734202 0.30434783 0.15032565 0.20947016 0.23851435]
16700,-683.59,0.90,0.97,0.69,29,6.40,0.00,105.10,-91.43,-98.87,-148.65,-115.63,-86.37,-142.64,-11.94,16.10,-31.48,25.38,19.58,7.72,-49.24,-11.94,1846,[0.09775325 0.32932598 0.13559322 0.19195901 0.24536855]
16800,-676.70,0.90,0.98,0.68,31,6.00,0.00,98.10,-93.89,-95.49,-138.46,-94.26,-86.92,-167.68,6.89,31.36,26.20,13.60,18.85,-86.73,3.61,6.89,1797,[0.09261144 0.33156931 0.13148789 0.19539996 0.24893141]
16900,-676.90,0.60,0.93,0.80,30,9.80,0.00,121.60,-110.15,-85.97,-143.01,-103.64,-88.80,-145.34,-167.21,28.04,-117.13,11.15,-55.18,14.59,-48.68,-167.21,1987,[0.10017238 0.32139437 0.12928558 0.20704846 0.24209921]
17000,-750.94,1.00,1.00,0.52,31,5.40,0.00,87.10,-104.05,-102.22,-155.23,-98.07,-121.40,-169.98,93.93,26.17,21.31,8.95,18.11,10.31,9.08,93.93,1980,[0.09362231 0.31053473 0.14887191 0.21318174 0.23378931]
17100,-639.47,0.90,0.98,0.83,29,6.00,0.00,101.40,-93.26,-76.86,-144.08,-91.04,-70.97,-163.25,44.25,34.93,17.77,24.11,17.42,1.03,-51.01,44.25,1876,[0.09180652 0.32931885 0.13425469 0.1970385  0.24758144]
17200,-789.91,0.80,0.95,0.66,29,30.40,0.00,121.50,-143.47,-90.78,-160.67,-124.91,-120.26,-149.82,-351.81,30.63,-210.24,0.35,-155.19,10.01,-27.37,-351.81,1962,[0.09659814 0.3072585  0.14007641 0.20356558 0.25250136]
17300,-813.96,0.60,0.90,0.86,28,9.60,0.00,142.60,-163.99,-109.65,-167.21,-112.65,-101.08,-159.37,-344.25,-44.29,-40.41,-158.43,15.86,17.67,-134.65,-344.25,1967,[0.09383903 0.31125356 0.1412037  0.20512821 0.2485755 ]
17400,-582.51,1.00,1.00,0.72,29,7.40,0.00,88.30,-98.98,-51.52,-149.22,-79.58,-71.97,-131.24,94.44,26.02,24.36,14.04,20.09,9.74,0.19,94.44,1739,[0.08872458 0.33189567 0.1371945  0.19572808 0.24645718]
17500,-684.41,0.90,0.97,0.73,30,27.40,0.00,104.90,-116.81,-102.31,-144.30,-80.43,-104.49,-136.07,-111.44,-84.72,26.68,19.37,18.03,-97.65,6.85,-111.44,1899,[0.09279881 0.31718634 0.14420935 0.20749814 0.23830735]
17600,-720.15,0.80,0.95,0.85,26,34.60,0.00,131.10,-137.10,-78.93,-152.78,-116.69,-73.67,-160.99,-376.38,-97.96,-59.99,-21.43,-112.93,-67.12,-16.95,-376.38,1911,[0.09967967 0.31091012 0.13962691 0.20463539 0.24514792]
17700,-673.49,1.00,1.00,0.77,30,6.20,0.00,89.60,-115.94,-107.86,-124.66,-84.54,-85.41,-155.08,107.40,27.60,31.80,16.30,18.60,8.90,4.20,107.40,1941,[0.09063444 0.3272281  0.13708459 0.20373867 0.2413142 ]
17800,-785.92,1.00,1.00,0.59,29,8.00,0.00,95.60,-112.34,-105.59,-222.51,-82.06,-122.41,-141.02,58.49,23.36,18.57,6.79,3.41,4.14,2.22,58.49,2003,[0.09562339 0.32916513 0.14141228 0.20687753 0.22692166]
17900,-690.77,0.80,0.93,0.83,30,6.20,0.00,121.10,-127.90,-95.05,-143.12,-92.94,-74.72,-157.02,-119.77,-27.33,-32.80,-42.03,-34.35,7.38,9.36,-119.77,1808,[0.09315923 0.31611772 0.1377899  0.19879166 0.25414149]
18000,-747.10,0.90,0.98,0.53,32,6.20,0.00,98.80,-124.33,-92.04,-151.23,-112.56,-118.99,-147.95,28.14,26.02,11.87,10.55,18.66,-45.51,6.55,28.14,1874,[0.08868968 0.31623117 0.14876979 0.20274652 0.24356285]
18100,-683.49,0.80,0.95,0.72,32,11.70,0.00,122.20,-109.41,-65.98,-153.83,-119.98,-68.86,-165.42,-213.65,-43.29,-13.74,-7.00,-86.68,-69.43,6.49,-213.65,1824,[0.09621864 0.33770124 0.12354923 0.21452639 0.22800449]
18200,-667.32,0.70,0.88,0.62,34,21.80,0.00,148.10,-88.82,-111.13,-152.90,-86.73,-96.15,-131.58,-500.46,-104.58,-115.53,-122.08,-35.25,-47.83,-75.19,-500.46,1853,[0.08965918 0.32184353 0.14155693 0.20081332 0.24612703]
18300,-835.35,0.90,0.98,0.74,31,5.60,0.00,101.10,-127.04,-108.15,-159.38,-136.70,-142.10,-161.98,26.18,33.86,25.90,17.02,-12.78,-46.38,8.56,26.18,2001,[0.08874079 0.31006664 0.14714135 0.21518765 0.23886356]
18400,-579.35,0.80,0.93,0.75,32,9.20,0.00,122.80,-98.32,-63.38,-125.99,-84.66,-69.85,-137.16,-160.58,-115.59,27.14,-44.81,11.01,10.12,-48.45,-160.58,1784,[0.08556473 0.32574995 0.12864908 0.2029394  0.25709684]
18500,-705.76,0.80,0.93,0.68,34,9.60,0.00,126.30,-110.50,-115.92,-115.13,-124.99,-108.38,-130.85,-292.27,-104.99,-68.77,-87.61,10.19,3.18,-44.27,-292.27,1888,[0.09567156 0.32491176 0.12873862 0.20564741 0.24503065]
18600,-746.25,1.00,1.00,0.80,30,6.00,0.00,89.00,-119.90,-89.06,-154.95,-116.99,-114.49,-150.86,113.20,36.60,22.80,20.30,19.90,8.90,4.70,113.20,1870,[0.09253848 0.33508669 0.12370933 0.20592246 0.24274304]
18700,-761.02,0.90,0.98,0.74,31,19.10,0.00,118.70,-142.13,-111.67,-136.62,-108.58,-120.91,-141.10,-203.72,-58.51,-61.14,23.14,-68.50,8.78,-47.49,-203.72,1956,[0.09193489 0.31890492 0.12967074 0.21217166 0.2473178 ]
18800,-657.57,0.70,0.92,0.52,31,11.10,0.00,149.80,-88.58,-102.08,-119.58,-98.44,-95.26,-153.62,-406.01,-182.05,-29.11,-73.12,-58.75,-62.76,-0.22,-406.01,1887,[0.09287507 0.31164317 0.14693956 0.20100405 0.24753813]
18900,-622.95,0.90,0.95,0.73,30,19.00,0.00,112.90,-106.75,-58.08,-127.18,-106.57,-82.97,-141.41,-129.95,27.67,26.31,-42.28,17.01,-76.47,-82.19,-129.95,1834,[0.09291611 0.32117489 0.12919946 0.20099827 0.25571127]
19000,-785.85,0.80,0.97,0.67,27,9.50,0.00,114.00,-136.84,-103.45,-178.22,-104.49,-102.94,-159.92,-96.51,-43.88,-21.18,17.79,-49.03,6.71,-6.92,-96.51,1966,[0.09749104 0.31003584 0.15430108 0.20268817 0.23548387]
19100,-651.22,0.90,0.98,0.66,32,8.20,0.00,97.10,-109.54,-105.64,-150.68,-90.06,-61.63,-133.67,35.16,-31.49,23.98,17.12,15.39,11.35,-1.19,35.16,1854,[0.09024631 0.32197044 0.13950739 0.20433498 0.24394089]
19200,-578.70,0.70,0.88,0.86,28,11.00,0.00,148.20,-85.47,-74.53,-120.40,-81.79,-95.75,-120.76,-331.98,-25.61,26.72,-116.67,-105.71,7.70,-118.41,-331.98,1769,[0.09445762 0.33340522 0.12508087 0.19624757 0.25080871]
19300,-591.05,0.90,0.93,0.64,28,7.80,0.00,122.70,-97.13,-70.03,-127.65,-82.56,-82.86,-130.81,-205.64,-52.11,-37.73,-84.22,20.16,-54.44,2.70,-205.64,1815,[0.08941909 0.31390041 0.14253112 0.19543568 0.25871369]
19400,-699.82,0.90,0.98,0.74,31,6.80,0.00,102.30,-92.56,-71.41,-151.72,-99.16,-128.70,-156.28,28.60,7.77,24.01,13.87,20.67,-43.99,6.27,28.60,1868,[0.08742633 0.30962672 0.15009823 0.20255403 0.2502947 ]
19500,-655.87,1.00,1.00,0.77,30,6.00,0.00,89.00,-103.41,-74.58,-138.37,-85.60,-96.83,-157.08,113.19,30.60,25.80,23.29,16.40,8.90,8.20,113.19,1843,[0.08553265 0.32787517 0.13446349 0.21113466 0.24099403]
19600,-603.99,0.70,0.88,0.83,29,8.00,0.00,150.70,-128.39,-79.29,-116.92,-74.16,-94.35,-110.87,-440.94,19.47,-134.58,-51.35,-124.24,13.20,-163.44,-440.94,1789,[0.09319497 0.32887647 0.13390541 0.20415087 0.23987228]
19700,-662.55,0.80,0.95,0.81,31,18.00,0.00,115.80,-119.36,-70.68,-132.48,-98.78,-108.20,-133.04,-137.42,22.97,9.89,-56.78,17.36,-65.67,-65.19,-137.42,1908,[0.09143932 0.30065851 0.1476952  0.20545626 0.25475071]
19800,-584.85,0.70,0.92,0.70,27,8.90,0.00,135.10,-90.82,-63.82,-111.42,-100.65,-53.38,-164.77,-261.73,-115.52,22.64,-45.13,19.05,-73.62,-69.15,-261.73,1788,[0.08787879 0.3159596  0.1430303  0.19454545 0.25858586]
19900,-573.14,0.80,0.95,0.77,30,7.80,0.00,118.00,-76.92,-60.48,-105.40,-88.39,-112.55,-129.41,-107.41,-11.02,24.27,18.28,21.76,-111.17,-49.53,-107.41,1780,[0.09156422 0.32026282 0.12992794 0.19732938 0.26091564]
20000,-673.42,0.90,0.97,0.83,30,6.80,0.00,106.30,-91.92,-86.17,-156.52,-93.39,-91.62,-153.80,-3.33,29.07,-28.85,-41.45,18.85,9.89,9.16,-3.33,1905,[0.0879858  0.33793648 0.13691063 0.2014204  0.2357467 ]
